ID,GPA,Gender,Ethnicity,Major,Skill1,Skill2,Skill3,Project choice,Group Number,,group GPA mean,Rules Broken
64,4.0603215899,F,-,CS,y,y,y,robotics,10
67,2.8453411692,F,-,Civ E,y,y,y,robotics,10
summary,,,,,,,,,,,3.01852397758

4,3.1876776644,M,B,Mech E,y,y,y,nanotech,11
18,3.7045215443,F,B,Civ E,y,y,y,renewable energy,11
73,2.5777200458,F,B,EE,-,y,-,automotive,11
87,2.9391604247,F,H,CS,y,y,y,robotics,11
90,2.4227007233,F,H,Civ E,y,-,y,renewable energy,11
summary,,,,,,,,,,,2.9663560804999998,Aggregate: Project choice

3,3.2148217272,M,-,EE,-,y,-,automotive,12
40,3.455054202,F,-,Civ E,y,y,y,automotive,12
47,3.0657085412,M,-,CS,-,y,y,automotive,12
57,3.4513814503,M,-,EE,y,-,y,automotive,12
98,3.0343554975,F,-,Mech E,y,y,y,automotive,12
summary,,,,,,,,,,,3.2442642836399997

34,3.0879781018,F,-,Civ E,y,-,y,nanotech,13
43,2.7174376727,F,-,Civ E,-,y,-,nanotech,13
51,2.2737452193,F,-,CS,y,y,y,nanotech,13
71,2.858300756,M,-,EE,y,y,y,nanotech,13
89,4.030050148,F,-,EE,y,y,y,nanotech,13
summary,,,,,,,,,,,2.9935023795599998

8,2.848455695,F,H,EE,y,y,y,renewable energy,14
48,3.3557411556,F,-,Civ E,y,-,y,renewable energy,14
54,2.9252327378,F,H,EE,y,-,y,renewable energy,14
78,2.3325908929,F,-,CS,-,y,-,renewable energy,14
94,3.0327144067,M,-,CS,y,y,y,renewable energy,14
summary,,,,,,,,,,,2.8989469776000005

33,3.0231028284,M,-,EE,y,y,y,statistics,15
61,4.220160605,M,-,Mech E,-,-,y,statistics,15
85,2.7986841752,M,H,EE,y,y,-,statistics,15
91,2.5723254477,F,-,CS,y,y,y,statistics,15
101,3.8883801402,F,-,Civ E,y,-,y,statistics,15
summary,,,,,,,,,,,3.3005306393,Cluster: Ethnicity

17,3.0782142391,M,-,Civ E,y,y,-,robotics,16
38,2.4773339917,F,-,CS,y,-,y,statistics,16
52,3.2756432963,F,B,EE,y,y,y,statistics,16
68,3.5995299693,M,B,EE,y,-,y,statistics,16
69,3.9917927259,M,-,Mech E,-,y,y,robotics,16
summary,,,,,,,,,,,3.2845028444599995,Aggregate: Project choice

5,4.2677505198,F,-,Civ E,y,y,y,renewable energy,17
39,2.6002474746,F,-,EE,-,-,y,renewable energy,17
65,3.0775266253,M,-,Civ E,y,-,y,renewable energy,17
104,2.6901154297,F,-,CS,y,y,y,renewable energy,17
105,2.7501154297,M,-,CS,y,y,y,renewable energy,17
summary,,,,,,,,,,,3.0771510958199997

19,3.0868448476,F,-,EE,y,y,y,nanotech,18
31,3.9028269657,F,-,Civ E,y,y,y,nanotech,18
72,3.2503595133,F,-,Civ E,-,y,y,nanotech,18
76,1.9049770826,F,-,CS,y,-,-,nanotech,18
102,2.8953960106,F,-,Mech E,y,y,y,nanotech,18
summary,,,,,,,,,,,3.0080808839600004

14,2.8706651105,M,-,Civ E,y,y,y,nanotech,19
26,2.8885141062,M,-,CS,y,y,y,renewable energy,19
58,3.4329732577,F,B,EE,y,y,y,robotics,19
79,3.38524157,F,-,Civ E,-,-,y,renewable energy,19
103,3.8913887604,M,B,EE,y,y,y,automotive,19
summary,,,,,,,,,,,3.29375656096,Aggregate: Project choice

20,2.6208469814,M,-,CS,y,y,y,renewable energy,20
24,3.522403157,F,-,Mech E,-,-,y,renewable energy,20
30,2.9683685061,F,-,Civ E,y,y,-,renewable energy,20
42,2.7770484807,F,-,Civ E,y,y,y,renewable energy,20
49,2.7804912544,F,-,EE,y,y,y,renewable energy,20
summary,,,,,,,,,,,2.9338316759199996

7,1.9194501623,F,-,EE,y,y,y,nanotech,21
27,3.7874732964,M,-,Civ E,y,y,y,nanotech,21
37,2.6363496767,M,-,Civ E,y,y,-,nanotech,21
83,3.883751237,F,-,EE,y,-,y,nanotech,21
99,3.4222658367,F,-,CS,-,y,y,nanotech,21
